YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,imp_rec,LNGTH,WGT,lngth_imp,wgt_imp,month,strat_id,psu_id,common,wp_size,l_in_bin,l_cm_bin,VAR_ID,ARX_METHOD,ALT_FLAG,date_published
2021,9,7,5,1789820210417003,4,2,we,,,,,0,0,04,202104917weS:8AM-8PM,202129171789820210417,,9003.8987391,,,202104917weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1776220210419003,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231776220210419,,8410.4429501,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1776220210424001,4,2,we,,,,,0,0,04,2021042523weS:8AM-8PM,2021225231776220210424,,35146.677205,,,2021042523weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1782720210430001,4,2,we,,,,,0,0,04,2021042533weS:8AM-8PM,2021225331782720210430,,9783.1686169,,,2021042533weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1788120210423001,4,2,we,,,,,0,0,04,2021042533weS:8AM-8PM,2021225331788120210423,,3224.4151247,,,2021042533weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792620210424001,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792620210424,,2672.6328694,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792620210424002,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792620210424,,2672.6328694,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792620210424006,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792620210424,,2672.6328694,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792620210424007,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792620210424,,2672.6328694,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792620210424008,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792620210424,,2672.6328694,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210410003,4,2,we,,,,,0,0,04,2021042523weS:8AM-8PM,2021225231792720210410,,16628.511058,,,2021042523weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210410004,4,2,we,,,,,0,0,04,2021042523weS:8AM-8PM,2021225231792720210410,,16628.511058,,,2021042523weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210410005,4,2,we,,,,,0,0,04,2021042523weS:8AM-8PM,2021225231792720210410,,16628.511058,,,2021042523weS:8AM-8PM,,0,05/04/2022
2021,25,3,1,1792720210419001,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231792720210419,,88463.20519,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,1,1792720210419002,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231792720210419,,88463.20519,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,1,1792720210419003,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231792720210419,,88463.20519,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210420003,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231792720210420,,16981.46715,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210420004,4,2,wd,,,,,0,0,04,2021042523wdS:8AM-8PM,2021225231792720210420,,16981.46715,,,2021042523wdS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210430001,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792720210430,,34352.196255,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,3,5,1792720210430002,4,2,we,,,,,0,0,04,2021042513weS:8AM-8PM,2021225131792720210430,,14474.527412,,,2021042513weS:8AM-8PM,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,447,1.00,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,17,44,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,501,1.36,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,19,50,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,442,0.97,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,17,44,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031101,1,470,1.10,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,CUSK,5.50517107,18,47,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,579,2.03,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,22,57,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,464,1.10,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,18,46,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,513,1.45,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,20,51,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,435,0.92,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,17,43,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,550,1.76,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,21,55,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,449,1.01,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,17,44,2021042504wdHEAD-BOAT,,0,05/04/2022
2021,25,4,2,1771520180419001,4,2,wd,8791031301,1,511,1.44,0,1,04,2021042504wdHEAD-BOAT,2021225041771520180419,HADDOCK,5.50517107,20,51,2021042504wdHEAD-BOAT,,0,05/04/2022
